pdbid,pK_predicted,t_prep_s,t_inf_s,t_tot_s,Model,pK_true
3b27,8.744285583496094,,,2.183538913726806,IGModel,5.16
3r88,4.025362968444824,,,1.984342098236084,IGModel,4.82
3dx1,8.107707977294922,,,2.477262020111084,IGModel,3.58
4ivb,12.514144897460938,,,2.9056038856506348,IGModel,8.72
2xnb,15.213501930236816,,,3.0100865364074707,IGModel,6.83
3tsk,8.656314849853516,,,2.627610445022583,IGModel,7.17
2pog,12.09013843536377,,,2.849456310272217,IGModel,9.54
4e6q,13.277771949768066,,,3.0401322841644287,IGModel,8.36
4ddh,3.745751857757568,,,2.4235007762908936,IGModel,3.32
1o5b,5.633998870849609,,,4.197693347930908,IGModel,5.77
4m0z,10.953088760375977,,,2.7133243083953857,IGModel,5.19
3lka,7.087087631225586,,,2.1390719413757324,IGModel,2.82
3l7b,11.500211715698242,,,3.3644707202911377,IGModel,2.4
4ivc,14.441801071166992,,,2.960541248321533,IGModel,10.0
3u5j,8.87698745727539,,,2.329662561416626,IGModel,5.61
1h22,23.97199249267578,,,4.028285264968872,IGModel,9.1
3jvr,6.371236324310303,,,2.157124280929565,IGModel,5.72
4k18,13.446785926818848,,,2.8832387924194336,IGModel,8.96
3gc5,7.38636589050293,,,2.5813584327697754,IGModel,7.26
2vvn,9.879132270812988,,,2.896605968475342,IGModel,7.3
2w66,10.436822891235352,,,2.7854549884796143,IGModel,4.05
4ivd,13.97952938079834,,,2.9251558780670166,IGModel,9.52
3ozs,9.188950538635254,,,2.840989589691162,IGModel,5.33
4jsz,6.632238388061523,,,1.9057064056396484,IGModel,2.3
1h23,26.25494766235352,,,3.595954656600952,IGModel,8.35
3jvs,10.820612907409668,,,2.541914224624634,IGModel,6.54
1owh,7.778920650482178,,,5.335138320922852,IGModel,7.4
5a7b,13.535442352294922,,,2.5472419261932373,IGModel,3.57
3wtj,7.492575645446777,,,2.5561633110046387,IGModel,6.53
3k5v,8.416060447692871,,,2.381098508834839,IGModel,6.3
3ebp,12.090548515319824,,,2.788007974624634,IGModel,5.91
1p1n,6.4351,0.3464,1.3302,1.6766,OnionNet-2,6.8
3rr4,6.4742,0.4958,1.2878,1.7836,OnionNet-2,4.55
1o3f,7.6559,0.2741,1.311,1.5851,OnionNet-2,7.96
3ozt,6.0679,0.2458,1.3145,1.5603,OnionNet-2,4.13
3rsx,4.4828,0.396,1.3137,1.7097000000000002,OnionNet-2,4.41
1ydr,6.2339,0.3457,1.3094,1.6551,OnionNet-2,5.52
1a30,5.8866,0.3186,3.0979,3.4165,OnionNet-2,4.3
3b1m,6.2115,0.3778,1.283,1.6608,OnionNet-2,8.48
3myg,8.0891,0.3586,1.2902,1.6488,OnionNet-2,10.7
3pyy,6.2004,0.2246,1.2729,1.4974999999999998,OnionNet-2,6.86
3nq9,4.0146,0.1131,1.3107,1.4238,OnionNet-2,4.03
3rlr,7.5569,0.1913,1.3208,1.5121,OnionNet-2,7.52
3prs,6.7564,0.6754,1.3018,1.9772,OnionNet-2,7.82
3zsx,3.8611,0.4067,1.3021,1.7088,OnionNet-2,3.28
3ui7,7.7863,0.3354,1.2879,1.6233,OnionNet-2,9.0
3zdg,5.8422,0.8065,1.2731,2.0796,OnionNet-2,7.1
4ih7,5.722,0.4134,1.3152,1.7286,OnionNet-2,5.24
4w9h,6.4444,0.492,1.3023,1.7943,OnionNet-2,6.73
1syi,6.849,0.3962,1.363,1.7591999999999999,OnionNet-2,5.44
3cj4,5.7517,0.5867,1.3196,1.9063,OnionNet-2,6.51
3uuo,7.02,0.3245,1.3289,1.6534,OnionNet-2,7.96
1c5z,4.4032,0.2332,1.3209,1.5541,OnionNet-2,4.01
2cet,7.7316,0.4649,1.3417,1.8066,OnionNet-2,8.02
4gfm,7.1308,0.2098,1.2823,1.4921,OnionNet-2,7.22
2wca,6.1774,0.6452,1.3015,1.9467,OnionNet-2,5.6
3uew,6.8472,0.3317,1.3285,1.6602000000000001,OnionNet-2,6.31
2qe4,7.0203,0.4168,1.2786,1.6954,OnionNet-2,7.96
4f2w,10.2325,0.443,1.2767,1.7197,OnionNet-2,11.3
4w9i,5.7443,0.4554,1.2916,1.747,OnionNet-2,5.96
3ag9,7.2657,0.9231,1.3045,2.2276,OnionNet-2,8.05
2fxs,6.4025,0.2449,1.3096,1.5545,OnionNet-2,6.06
5c2h,8.5323,0.3806,1.3141,1.6947,OnionNet-2,11.09
4jia,7.97,0.3944,1.3094,1.7037999999999998,OnionNet-2,9.22
2p4y,7.3474,0.6525,1.3039,1.9564,OnionNet-2,9.0
2qnq,7.2635,0.3053,1.3043,1.6096,OnionNet-2,6.11
3uex,6.9109,0.385,1.3057,1.6907,OnionNet-2,6.92
3e93,7.3994,0.5278,1.3027,1.8305,OnionNet-2,8.85
1k1i,7.1506,0.3397,1.296,1.6357,OnionNet-2,6.58
4jxs,4.807,0.2532,1.2992,1.5524,OnionNet-2,4.74
3ryj,7.5298,0.1895,1.3092,1.4987,OnionNet-2,7.8
5dwr,9.184,0.3364,1.3009,1.6373,OnionNet-2,11.22
3gnw,7.3259,0.9,1.3897,2.2897,OnionNet-2,9.1
3mss,5.1686,0.2508,1.3014,1.5522,OnionNet-2,4.66
2wvt,6.2789,0.7689,1.3036,2.0725000000000002,OnionNet-2,6.12
3qgy,7.5867,0.2611,1.2894,1.5505,OnionNet-2,7.8
2zb1,7.6013,0.7079,1.3331,2.041,OnionNet-2,6.32
4f3c,10.1412,0.4844,1.2813,1.7657,OnionNet-2,11.82
2brb,6.5441,0.3162,1.3008,1.617,OnionNet-2,4.86
1qkt,7.9924,0.555,1.2811,1.8361,OnionNet-2,9.04
3dxg,3.5534,0.2908,1.3059,1.5967,OnionNet-2,2.4
4w9c,4.7725,0.4019,1.312,1.7139,OnionNet-2,4.65
2al5,7.0191,0.552,1.2989,1.8509,OnionNet-2,8.4
3uo4,7.8117,0.2693,1.3377,1.6069999999999998,OnionNet-2,6.52
4k77,7.665,0.2146,1.2799,1.4945,OnionNet-2,6.63
2fvd,7.2503,0.4144,1.3211,1.7355,OnionNet-2,8.52
3o9i,11.1059,0.3698,1.3451,1.7149,OnionNet-2,11.82
3ary,4.9194,0.3725,1.298,1.6705,OnionNet-2,6.0
3n7a,4.3438,0.8041,1.3116,2.1157000000000004,OnionNet-2,3.7
3e5a,7.9717,0.4421,1.4496,1.8917,OnionNet-2,8.23
3g2n,4.5197,0.6548,1.3267,1.9815,OnionNet-2,4.09
4mgd,6.4375,0.3228,1.288,1.6108,OnionNet-2,4.69
4m0y,6.3673,0.2487,1.3116,1.5603,OnionNet-2,6.46
1qf1,7.4651,0.4005,1.3024,1.7029,OnionNet-2,7.32
4agn,4.5767,0.2658,1.3027,1.5685,OnionNet-2,3.97
2yge,5.3679,0.3977,1.3074,1.7050999999999998,OnionNet-2,5.06
4kzu,7.1514,0.1444,1.2856,1.4300000000000002,OnionNet-2,6.5
4wiv,5.5578,0.1828,1.3132,1.496,OnionNet-2,6.26
2wnc,5.6965,1.0593,1.3271,2.3864,OnionNet-2,6.32
4kz6,4.2778,0.2478,1.278,1.5258,OnionNet-2,3.1
2zda,8.3448,0.3523,1.3157,1.6680000000000001,OnionNet-2,8.4
3gr2,3.5945,0.2093,1.6679,1.8772,OnionNet-2,2.52
4crc,8.5267,0.3038,1.3107,1.6145,OnionNet-2,8.72
4e5w,8.4236,0.7186,1.3233,2.0419,OnionNet-2,7.66
1bcu,5.4304,0.2063,1.3354,1.5416999999999998,OnionNet-2,3.28
4hge,7.5249,0.2411,1.3084,1.5495,OnionNet-2,7.92
1gpk,6.7633,0.4555,1.3315,1.787,OnionNet-2,5.37
1vso,5.9603,0.4139,1.2897,1.7036,OnionNet-2,4.72
3n76,5.789,1.3733,1.3195,2.6928,OnionNet-2,6.85
2weg,7.1,0.1072,1.3147,1.4219,OnionNet-2,6.5
3f3c,5.6038,0.7432,1.34,2.0832,OnionNet-2,6.02
4cig,4.5656,0.4253,1.3297,1.7550000000000001,OnionNet-2,3.67
2c3i,7.4212,0.3363,1.303,1.6393,OnionNet-2,7.6
2cbv,6.427,0.277,1.3159,1.5929000000000002,OnionNet-2,5.48
4u4s,5.1445,0.3004,1.3225,1.6229,OnionNet-2,2.92
4eky,4.9074,1.5142,1.3063,2.8205,OnionNet-2,3.52
4ih5,5.6672,0.3492,1.3266,1.6758,OnionNet-2,4.11
3d4z,4.7611,0.572,1.3511,1.9230999999999998,OnionNet-2,4.89
3nw9,7.9757,0.2905,1.3214,1.6118999999999999,OnionNet-2,9.0
4agp,4.8133,0.28,1.3066,1.5866,OnionNet-2,4.69
5c28,4.9126,0.168,1.3081,1.4761,OnionNet-2,5.66
3ejr,7.7917,1.2851,1.3003,2.5854,OnionNet-2,8.57
3d6q,4.0944,0.2896,1.3108,1.6004,OnionNet-2,3.76
2xj7,5.373,0.9634,1.2936,2.257,OnionNet-2,6.66
2br1,6.3775,0.3875,1.3207,1.7082,OnionNet-2,5.14
4djv,6.8398,0.4929,1.2903,1.7832,OnionNet-2,6.72
3f3d,4.9016,0.7439,1.3129,2.0568,OnionNet-2,7.16
4eor,7.6281,0.5925,1.3369,1.9294,OnionNet-2,6.3
2v7a,7.6176,0.3943,1.3038,1.6981000000000002,OnionNet-2,8.3
3ge7,7.4054,0.8203,1.3004,2.1207000000000003,OnionNet-2,8.7
2zcq,6.1914,0.3228,1.2783,1.6011,OnionNet-2,8.82
3ueu,5.8251,0.2736,1.3238,1.5974000000000002,OnionNet-2,5.24
4agq,4.7898,0.2805,1.336,1.6165,OnionNet-2,5.01
2wn9,6.2414,0.8881,1.3003,2.1884,OnionNet-2,8.52
4cr9,3.9985,0.2567,1.2931,1.5497999999999998,OnionNet-2,4.1
4qd6,7.5762,0.4578,1.2745,1.7323,OnionNet-2,8.64
3aru,5.0797,0.4727,1.2736,1.7463000000000002,OnionNet-2,3.22
3f3e,6.6473,0.5063,1.3001,1.8064,OnionNet-2,7.7
2xb8,6.3027,1.5277,1.3102,2.8379000000000003,OnionNet-2,7.59
4ea2,6.6521,0.378,1.3184,1.6964000000000001,OnionNet-2,6.44
1z9g,5.8769,0.332,1.3207,1.6527,OnionNet-2,5.64
1ps3,5.1857,0.6228,1.3228,1.9456,OnionNet-2,2.28
2w4x,5.5128,0.5014,1.3283,1.8296999999999999,OnionNet-2,4.85
4gr0,8.0715,0.2793,1.2935,1.5728,OnionNet-2,9.55
2zcr,7.1819,0.38,1.3009,1.6808999999999998,OnionNet-2,6.87
3uev,6.1755,0.299,1.2996,1.5986,OnionNet-2,5.89
3p5o,6.9996,0.1661,1.2884,1.4545,OnionNet-2,7.3
2x00,8.3223,1.8289,1.2968,3.1257,OnionNet-2,11.33
2p15,8.4718,0.6061,1.2953,1.9013999999999998,OnionNet-2,10.3
4kzq,6.6449,0.1506,1.2818,1.4324000000000001,OnionNet-2,6.1
3acw,6.8295,0.2682,1.3079,1.5761,OnionNet-2,4.76
1gpn,7.3831,0.4778,1.2926,1.7704,OnionNet-2,6.48
3utu,8.5658,0.5012,1.3084,1.8096,OnionNet-2,10.92
4bkt,3.4401,0.306,1.3069,1.6129,OnionNet-2,3.62
3u8k,7.1846,0.9061,1.2384,2.1445,OnionNet-2,8.66
3arv,5.6895,0.5313,1.3027,1.834,OnionNet-2,5.64
3n86,5.6822,1.4657,1.3039,2.7696,OnionNet-2,5.64
2v00,4.3637,0.2159,1.2996,1.5155,OnionNet-2,3.66
2iwx,6.8252,0.4552,1.315,1.7702,OnionNet-2,6.68
4ty7,8.2231,0.3587,1.287,1.6457,OnionNet-2,9.52
3bv9,6.6146,0.709,1.3161,2.0251,OnionNet-2,5.36
5tmn,6.2611,0.8628,1.28,2.1428000000000003,OnionNet-2,8.04
3fur,6.9032,0.3453,1.2893,1.6345999999999998,OnionNet-2,8.0
3syr,4.7296,1.1329,1.2995,2.4324000000000003,OnionNet-2,5.1
3jya,6.3912,0.1365,1.3161,1.4526000000000001,OnionNet-2,6.89
4owm,4.362,0.2674,1.2948,1.5622,OnionNet-2,2.96
2qbp,7.3255,0.4369,1.2992,1.7361,OnionNet-2,8.4
3g31,3.4148,1.3965,1.2744,2.6709,OnionNet-2,2.89
4ogj,7.0459,0.2029,1.2813,1.4842000000000002,OnionNet-2,6.79
3bgz,6.779,0.3723,1.3034,1.6757,OnionNet-2,6.26
3e92,7.7042,0.3622,1.3353,1.6975,OnionNet-2,8.0
3kr8,7.1793,0.2562,1.289,1.5452,OnionNet-2,8.1
2ymd,6.3256,1.2861,1.3014,2.5875,OnionNet-2,3.16
3b5r,8.1338,0.2728,1.3273,1.6000999999999999,OnionNet-2,8.77
3u9q,4.8009,0.3763,1.2966,1.6729,OnionNet-2,4.38
4abg,4.626,0.1759,1.303,1.4788999999999999,OnionNet-2,3.57
3fcq,5.2352,0.2005,1.301,1.5015,OnionNet-2,2.77
4x6p,8.6072,0.3173,1.2878,1.6051000000000002,OnionNet-2,8.3
2qbq,7.1998,0.3757,1.3045,1.6802,OnionNet-2,7.44
2r9w,4.8351,0.3799,1.2992,1.6791,OnionNet-2,5.1
1z95,8.0682,0.3314,1.3188,1.6502,OnionNet-2,7.12
3b68,8.2589,0.2614,1.2996,1.5610000000000002,OnionNet-2,8.4
3fv1,7.6524,0.2392,1.2768,1.516,OnionNet-2,9.3
3arp,6.4822,0.9101,1.3055,2.2156000000000002,OnionNet-2,7.15
3dx2,6.3456,0.6002,1.3253,1.9255,OnionNet-2,6.82
4cra,8.0085,0.4714,1.3124,1.7838,OnionNet-2,7.22
4dli,5.803,0.2866,1.2973,1.5838999999999999,OnionNet-2,5.62
4j3l,7.6455,0.2141,1.3004,1.5145,OnionNet-2,7.8
4f9w,7.0771,0.3874,1.2902,1.6776,OnionNet-2,6.94
3qqs,5.2925,0.2228,1.3039,1.5267,OnionNet-2,5.82
1u1b,5.6013,0.2791,1.3156,1.5947,OnionNet-2,7.8
1eby,9.1592,0.4278,1.2771,1.7048999999999999,OnionNet-2,9.7
4qac,8.2963,0.9335,1.2895,2.223,OnionNet-2,9.4
4ciw,4.5645,1.0208,1.3093,2.3301,OnionNet-2,4.82
2qbr,6.7135,0.301,1.2991,1.6000999999999999,OnionNet-2,6.33
4mme,6.341,0.3954,1.3075,1.7029,OnionNet-2,6.5
2wtv,8.0857,0.306,1.2925,1.5985,OnionNet-2,8.74
3fv2,7.3794,0.2729,1.3009,1.5737999999999999,OnionNet-2,8.11
1bzc,5.7489,0.5254,1.3709,1.8963,OnionNet-2,4.92
3arq,6.0336,0.8234,1.2938,2.1172,OnionNet-2,6.4
3u8n,7.4509,0.7687,1.2957,2.0644,OnionNet-2,10.17
3f3a,5.2904,0.5958,1.3039,1.8997000000000002,OnionNet-2,4.19
3g0w,8.4472,0.2799,1.3047,1.5846,OnionNet-2,9.52
4tmn,6.3571,0.9794,1.2935,2.2729,OnionNet-2,10.17
3dd0,8.6161,0.1897,1.298,1.4877,OnionNet-2,9.0
2j7h,6.8031,0.2517,1.2981,1.5498,OnionNet-2,7.19
4twp,7.8822,0.3473,1.3024,1.6497,OnionNet-2,10.0
3ehy,6.6959,0.1265,1.3035,1.4300000000000002,OnionNet-2,5.85
3oe4,5.8116,0.2903,1.2984,1.5887,OnionNet-2,7.47
3pww,6.875,0.6675,1.3021,1.9696,OnionNet-2,7.32
3zt2,3.2938,0.2553,1.3039,1.5592000000000001,OnionNet-2,2.84
3up2,7.8634,0.2433,1.3121,1.5554000000000001,OnionNet-2,7.4
4jfs,6.8462,0.4036,1.3094,1.7129999999999999,OnionNet-2,5.27
2xys,6.576,1.0557,1.2981,2.3538,OnionNet-2,7.42
4ddk,4.1747,0.2439,1.3053,1.5492,OnionNet-2,2.29
1s38,5.6953,0.2252,1.3139,1.5391000000000001,OnionNet-2,5.15
1o0h,4.8545,0.1291,1.2849,1.414,OnionNet-2,5.92
2y5h,7.834,0.4082,1.2892,1.6974,OnionNet-2,5.79
2vw5,5.6896,0.3925,1.2811,1.6736,OnionNet-2,8.52
3oe5,5.9603,0.2531,1.3409,1.5939999999999999,OnionNet-2,6.88
3g2z,4.7964,0.1722,1.3028,1.4749999999999999,OnionNet-2,2.36
1y6r,8.354,0.4934,1.3135,1.8069,OnionNet-2,10.11
2yki,7.1988,0.3183,1.3188,1.6371,OnionNet-2,9.46
1q8t,5.4793,0.4088,1.2421,1.6509,OnionNet-2,4.76
4de1,5.587,0.2319,1.2759,1.5078,OnionNet-2,5.96
4dld,7.1748,0.3921,1.2938,1.6859000000000002,OnionNet-2,5.82
3uri,7.3248,0.8803,1.3029,2.1832,OnionNet-2,9.0
2xdl,5.5192,0.3035,1.2874,1.5909,OnionNet-2,3.1
2xii,7.9666,0.4961,1.3162,1.8123,OnionNet-2,7.2
2wer,6.2076,0.4018,1.3053,1.7070999999999998,OnionNet-2,7.05
2yfe,6.3999,0.5202,1.3027,1.8229,OnionNet-2,6.63
1g2k,7.9981,0.3973,1.3054,1.7026999999999999,OnionNet-2,7.96
1e66,7.3736,0.8836,1.2993,2.1829,OnionNet-2,9.89
3coy,5.2489,0.8288,1.2846,2.1134,OnionNet-2,6.02
3udh,3.4456,0.2574,1.3203,1.5777,OnionNet-2,2.85
1q8u,5.8188,0.3765,1.4377,1.8142,OnionNet-2,5.96
2xbv,8.2931,0.3669,1.3024,1.6693,OnionNet-2,8.43
4de2,5.5298,0.3581,1.3034,1.6614999999999998,OnionNet-2,4.12
1pxn,6.3547,0.3334,1.2714,1.6048,OnionNet-2,7.15
3twp,3.3251,0.1245,1.3069,1.4314,OnionNet-2,3.92
4rfm,7.3482,0.3266,1.2947,1.6213,OnionNet-2,10.05
1ydt,7.244,0.3725,1.3048,1.6773,OnionNet-2,7.32
3zso,4.5012,0.5737,1.3401,1.9138000000000002,OnionNet-2,5.12
1nc1,7.2188,0.3748,1.3287,1.7035,OnionNet-2,6.12
1oyt,7.8784,0.3853,1.3102,1.6955,OnionNet-2,7.24
1r5y,5.9689,0.2346,1.313,1.5475999999999999,OnionNet-2,6.46
3b65,8.1116,0.3014,1.309,1.6103999999999998,OnionNet-2,9.27
3nx7,7.8005,0.1702,1.2921,1.4623,OnionNet-2,8.1
3coz,5.1215,0.6701,1.2844,1.9545,OnionNet-2,5.57
4llx,3.668,0.1473,1.2891,1.4364,OnionNet-2,2.89
4de3,5.4467,0.1904,1.2733,1.4637000000000002,OnionNet-2,5.52
1uto,1.8658,0.1295,1.3224,1.4519,OnionNet-2,2.27
1p1q,6.7569,0.2985,1.3139,1.6124,OnionNet-2,4.89
1yc1,6.6652,0.25,1.2986,1.5486,OnionNet-2,6.17
2hb1,4.8797,0.1669,1.3159,1.4828000000000001,OnionNet-2,3.8
4j28,6.44,0.3723,1.4486,1.8209000000000002,OnionNet-2,5.7
1sqa,7.3097,0.3836,1.3225,1.7061,OnionNet-2,9.21
3wz8,7.0486,0.4976,1.2788,1.7764,OnionNet-2,5.82
3gy4,4.8633,0.2051,1.2941,1.4992,OnionNet-2,5.1
3gbb,7.1639,0.4266,1.2739,1.7005,OnionNet-2,6.9
4lzs,4.5488,0.1421,1.2967,1.4388,OnionNet-2,4.8
3kgp,3.4042,0.1161,1.2898,1.4059000000000001,OnionNet-2,2.57
2j78,6.1964,0.2609,1.3051,1.5659999999999998,OnionNet-2,6.42
3gv9,4.1096,0.1782,1.3163,1.4945,OnionNet-2,2.12
3kwa,5.0724,0.3657,1.3003,1.666,OnionNet-2,4.08
1nc3,6.8688,0.3242,1.2769,1.6011,OnionNet-2,5.0
4pcs,7.2063,0.3802,1.3114,1.6915999999999998,OnionNet-2,7.85
4j21,7.2188,0.2139,1.3097,1.5236,OnionNet-2,7.41
2wbg,5.9472,1.0058,1.3372,2.343,OnionNet-2,4.45
1nvq,7.9773,0.4707,1.3102,1.7809,OnionNet-2,8.25
2vkm,7.3096,0.7155,1.3129,2.0284,OnionNet-2,8.74
1lpg,7.7981,0.6764,1.2933,1.9697,OnionNet-2,7.09
5aba,4.5942,0.2165,1.2924,1.5089,OnionNet-2,2.98
1mq6,8.2406,0.3856,1.2714,1.657,OnionNet-2,11.15
3pxf,5.2263,0.2674,1.3386,1.606,OnionNet-2,4.43
4f09,7.3536,0.255,1.2932,1.5482,OnionNet-2,6.7
4gkm,5.0044,0.4909,1.3104,1.8013,OnionNet-2,5.17
1z6e,9.0976,0.5408,1.3127,1.8535,OnionNet-2,9.72
3ao4,4.2671,1.2819,1.3128,2.5947,OnionNet-2,2.07
2zy1,6.792,0.2589,1.3128,1.5716999999999999,OnionNet-2,7.4
4eo8,7.9633,0.6783,1.2854,1.9637000000000002,OnionNet-2,8.15
4w9l,6.2863,0.6331,1.2931,1.9262,OnionNet-2,5.02
4gid,7.3296,0.7657,1.3139,2.0796,OnionNet-2,10.77
1w4o,4.6216,0.1071,1.3278,1.4349,OnionNet-2,5.22
3ivg,5.2556,0.5923,1.2736,1.8659000000000001,OnionNet-2,4.3
3b27,6.2651,0.1575,1.3151,1.4726,OnionNet-2,5.16
3r88,4.5873,0.3687,1.6289,1.9976,OnionNet-2,4.82
3dx1,6.0127,0.4942,1.2985,1.7927,OnionNet-2,3.58
4ivb,8.63,0.2927,1.3172,1.6098999999999999,OnionNet-2,8.72
2xnb,7.0862,0.356,1.3064,1.6623999999999999,OnionNet-2,6.83
3tsk,7.5713,0.3474,1.3036,1.651,OnionNet-2,7.17
2pog,8.2827,0.3837,1.307,1.6906999999999999,OnionNet-2,9.54
4e6q,7.4861,0.3483,1.3063,1.6546,OnionNet-2,8.36
4ddh,4.5521,0.3485,1.2853,1.6338000000000001,OnionNet-2,3.32
1o5b,5.8325,0.2156,1.3295,1.5451,OnionNet-2,5.77
4m0z,6.1949,0.2283,1.3057,1.534,OnionNet-2,5.19
3lka,4.9369,0.1112,1.3057,1.4169,OnionNet-2,2.82
3l7b,3.3332,1.2273,1.3321,2.5594,OnionNet-2,2.4
4ivc,8.4278,0.2877,1.3241,1.6118000000000001,OnionNet-2,10.0
3u5j,6.4016,0.1111,1.3088,1.4199,OnionNet-2,5.61
1h22,7.6788,0.8754,1.296,2.1714,OnionNet-2,9.1
3jvr,5.3094,0.221,1.289,1.51,OnionNet-2,5.72
4k18,8.2922,0.2829,1.2898,1.5727,OnionNet-2,8.96
3gc5,7.3453,0.6169,1.3022,1.9191,OnionNet-2,7.26
2vvn,7.4838,0.6756,1.2901,1.9657,OnionNet-2,7.3
2w66,4.9542,0.5188,1.2867,1.8054999999999999,OnionNet-2,4.05
4ivd,8.6985,0.3464,1.4089,1.7553,OnionNet-2,9.52
3ozs,6.9352,0.2383,1.3183,1.5566,OnionNet-2,5.33
4jsz,4.7677,0.1085,1.3463,1.4548,OnionNet-2,2.3
1h23,7.835,0.9635,1.2873,2.2508,OnionNet-2,8.35
3jvs,5.2548,0.2922,1.295,1.5872,OnionNet-2,6.54
1owh,7.1275,0.2556,1.2925,1.5481,OnionNet-2,7.4
5a7b,5.0801,0.285,1.3342,1.6192,OnionNet-2,3.57
3wtj,6.3188,0.2614,1.2832,1.5446,OnionNet-2,6.53
3k5v,7.4952,0.3205,1.3108,1.6313,OnionNet-2,6.3
3ebp,5.346,1.7106,1.3122,3.0228,OnionNet-2,5.91
1p1n,3.72,,,0.6185250282287598,PIGNet2,6.8
3rr4,5.682,,,0.7231054306030273,PIGNet2,4.55
1o3f,1.975,,,0.8759884834289551,PIGNet2,7.96
3ozt,7.84,,,0.495413064956665,PIGNet2,4.13
3rsx,3.365,,,0.5494182109832764,PIGNet2,4.41
1ydr,3.677,,,1.0151309967041016,PIGNet2,5.52
1a30,5.26,,,0.6117098331451416,PIGNet2,4.3
3b1m,12.717,,,1.126089096069336,PIGNet2,8.48
3myg,3.394,,,0.4206869602203369,PIGNet2,10.7
3pyy,4.358,,,0.3675837516784668,PIGNet2,6.86
3nq9,3.866,,,0.7948861122131348,PIGNet2,4.03
3rlr,4.009,,,0.3638603687286377,PIGNet2,7.52
3prs,7.173,,,0.5765643119812012,PIGNet2,7.82
3zsx,3.73,,,0.8241488933563232,PIGNet2,3.28
3ui7,3.441,,,0.6764917373657227,PIGNet2,9.0
3zdg,4.67,,,1.0038700103759766,PIGNet2,7.1
4ih7,5.11,,,0.4873290061950683,PIGNet2,5.24
4w9h,4.767,,,0.6414778232574463,PIGNet2,6.73
1syi,5.26,,,1.1941044330596924,PIGNet2,5.44
3cj4,3.92,,,0.419975996017456,PIGNet2,6.51
3uuo,3.33,,,0.7155313491821289,PIGNet2,7.96
1c5z,1.897,,,0.6624875068664551,PIGNet2,4.01
2cet,6.198,,,0.4773755073547363,PIGNet2,8.02
4gfm,4.425,,,0.518423318862915,PIGNet2,7.22
2wca,4.073,,,0.9937105178833008,PIGNet2,5.6
3uew,7.303,,,0.9513087272644044,PIGNet2,6.31
2qe4,4.499,,,0.5278506278991699,PIGNet2,7.96
4f2w,6.706,,,0.7154369354248047,PIGNet2,11.3
4w9i,5.745,,,0.8981096744537354,PIGNet2,5.96
3ag9,4.694,,,0.4763979911804199,PIGNet2,8.05
2fxs,2.402,,,0.3846161365509033,PIGNet2,6.06
5c2h,4.774,,,0.6311123371124268,PIGNet2,11.09
4jia,6.776,,,0.4095385074615478,PIGNet2,9.22
2p4y,12.753,,,0.7061614990234375,PIGNet2,9.0
2qnq,4.451,,,0.8813211917877197,PIGNet2,6.11
3uex,8.821,,,0.774451732635498,PIGNet2,6.92
3e93,6.924,,,0.7295966148376465,PIGNet2,8.85
1k1i,4.231,,,0.5764765739440918,PIGNet2,6.58
4jxs,3.465,,,0.5932033061981201,PIGNet2,4.74
3ryj,4.031,,,0.5231888294219971,PIGNet2,7.8
5dwr,7.625,,,1.1835143566131592,PIGNet2,11.22
3gnw,8.851,,,1.0573925971984863,PIGNet2,9.1
3mss,2.744,,,1.1101996898651123,PIGNet2,4.66
2wvt,5.197,,,0.674468994140625,PIGNet2,6.12
3qgy,3.556,,,0.9699323177337646,PIGNet2,7.8
2zb1,4.636,,,1.255604267120361,PIGNet2,6.32
4f3c,7.865,,,0.525122880935669,PIGNet2,11.82
2brb,3.087,,,0.6887521743774414,PIGNet2,4.86
1qkt,5.045,,,0.419513463973999,PIGNet2,9.04
3dxg,2.403,,,1.136979579925537,PIGNet2,2.4
4w9c,4.319,,,0.9238998889923096,PIGNet2,4.65
2al5,7.443,,,0.2654380798339844,PIGNet2,8.4
3uo4,3.985,,,0.5363516807556152,PIGNet2,6.52
4k77,5.136,,,0.4394428730010986,PIGNet2,6.63
2fvd,4.622,,,1.04508638381958,PIGNet2,8.52
3o9i,10.213,,,0.7893631458282471,PIGNet2,11.82
3ary,2.669,,,0.6096885204315186,PIGNet2,6.0
3n7a,4.771,,,0.530327320098877,PIGNet2,3.7
3e5a,5.359,,,0.83847975730896,PIGNet2,8.23
3g2n,5.96,,,0.9258058071136476,PIGNet2,4.09
4mgd,3.448,,,1.0019757747650146,PIGNet2,4.69
4m0y,2.902,,,0.9242000579833984,PIGNet2,6.46
1qf1,7.214,,,0.7417194843292236,PIGNet2,7.32
4agn,3.383,,,0.5105736255645752,PIGNet2,3.97
2yge,4.228,,,1.07582688331604,PIGNet2,5.06
4kzu,4.898,,,1.062312126159668,PIGNet2,6.5
4wiv,3.383,,,0.9823908805847168,PIGNet2,6.26
2wnc,5.99,,,0.4458084106445312,PIGNet2,6.32
4kz6,4.776,,,0.8049173355102539,PIGNet2,3.1
2zda,6.568,,,0.845961332321167,PIGNet2,8.4
3gr2,1.798,,,0.8222963809967041,PIGNet2,2.52
4crc,5.057,,,1.2293272018432615,PIGNet2,8.72
4e5w,5.577,,,0.6549477577209473,PIGNet2,7.66
1bcu,2.396,,,0.8779973983764648,PIGNet2,3.28
4hge,3.29,,,0.6775004863739014,PIGNet2,7.92
